Year,Sqft,Bedrooms,Bathrooms,Floors,Price
1972,1670,3,2,1,424000
1952,1270,3,1.75,1,415000
2010,2020,4,2.5,2,415000
1961,1970,4,2,1,410000
1968,2310,4,1.5,2,407450
1968,3600,5,2.5,1,403500
1928,1050,3,1.75,1.5,400000
2008,1689,3,3.25,3,384400
1910,940,2,1,1,375000
1997,1950,3,2.5,2,375000
1991,2640,3,2.5,2,365000
1954,1100,2,1,1,343566
2005,1600,3,2.5,2,330000
1977,2200,3,2.75,1,325000
1994,1820,4,2.5,2,322500
1993,1730,3,2.5,2,315000
1960,2660,4,2.5,1,310000
2010,1490,3,2.25,2,309000
2000,1700,3,2.5,2,300000
1971,910,3,1,1,300000
1968,2220,5,2.5,1,299000
1966,1380,3,2,1,295000
1979,2570,4,2.5,1,287500
1960,990,3,1,1,284950
1970,2150,5,1.75,1,279950
1969,1720,3,2.25,1,274500
2012,1584,3,2.25,2,267000
1963,2050,4,1.5,1,265000
1983,1770,4,1.75,1,264950
1980,1820,4,1.75,1,264000
1947,2030,4,2,1.5,253779
1942,790,2,1,1,250275
1986,1260,3,2,1,242000
1942,670,2,1,1,240000
1978,1670,3,1.75,1,239950
1958,1080,2,1,1,230000
1958,1130,3,1,1,220000
1921,1820,2,1.5,2,206000
1900,1080,3,1,1.5,192500
1914,720,1,1,1,190000
1967,1990,3,2.25,2,180000
1915,660,2,1,1,175000
1931,1370,6,1,1.5,175000
2002,5990,5,4.75,2,2200000
1972,3880,5,3,2,1820000
1927,3620,4,3.25,2,1530000
2002,3870,3,3.5,2,1440000
1902,2440,4,2.5,2.5,1330000
2005,4750,4,4.5,2,1310000
1990,3820,4,3.5,2,1240000
1977,3330,5,3,2,1190000
2001,3990,5,3.5,2,1070000
1989,2430,3,2.5,2,1030000
2004,2540,2,2.5,2,945000
1925,3530,5,2,1.5,930000
1994,3280,4,2.5,2,925000
1959,2370,4,2.25,1,899000
1927,1590,2,1.75,1.5,850000
1985,3910,3,3,2,805000
2001,2590,4,2.5,2,799000
1996,3010,4,2.75,2,775000
1994,2650,3,2.5,2,770000
1947,2160,4,2.25,1,756000
2012,3390,3,3.5,2,750000
2012,2650,4,2.5,2,734990
2008,2320,3,2.5,1,728050
1987,2440,4,2.5,2,720000
2004,3200,3,2.75,2,712000
1945,1360,3,2,1.5,703000
1911,1670,6,2,1,680000
1998,2496,4,2.5,2,661000
1956,2620,4,3,1,659500
2008,2310,4,2.5,2,646000
1972,2270,4,2.5,1,619850
1931,2520,4,3.25,1.5,618250
2006,1530,3,3.25,3,607500
2007,2540,3,2,1,600000
1970,3070,4,2.25,2,600000
1907,1470,3,1.5,2,590300
2001,2840,4,2.5,2,585000
1969,2160,4,2.25,1,580000
1948,1940,3,2.5,1,576000
1962,2060,4,2.25,1,558000
1906,1290,4,1.75,2,549000
2008,1240,3,2.25,3,543000
2014,3090,5,3.75,2,540500
1991,1940,3,1.75,1,520000
1954,2020,3,2.75,1,519000
1998,2610,4,2.5,2,510000
2003,2120,3,2.5,2,507000
1952,1570,2,1,1,506000
1996,1610,3,2.5,2,505000
1994,2840,3,2.5,1,500000
1910,1840,3,1.75,1,499000
1983,1820,3,2.25,2,489950
2003,950,3,2.5,2,475000
1997,1730,3,2,1,470000
1900,1320,3,1,2,464000
1955,1610,3,1.75,1,450000
2003,2400,4,2.5,2,450000
1968,1170,3,1.75,1,440000
2005,1440,2,1.75,1,437000
1949,790,2,1,1,436000
1948,1310,3,1.75,1,435000
1987,2640,4,2.5,2,429900
1962,2520,6,2.75,1,410000
1947,1260,2,1,1,405000
1947,1940,4,1,1.5,401000
1930,1820,4,2.25,1.5,399888
1968,1980,4,1,1,395000
1979,1600,3,2.25,1,390000
1978,2310,3,1.75,1,385000
1963,2150,4,2.25,1,380000
1909,2160,3,2.5,1.5,378750
2011,1800,3,2.5,2,362500
2004,2850,4,2.5,2,360000
1945,1430,3,2,1,352450
1921,1620,2,1,1,350000
1966,2140,3,2,1,346150
2004,2480,3,2.5,2,340000
1969,2030,4,2,1,335000
2011,2238,3,2.5,2,330000
2003,3490,4,2.5,2,320000
1939,920,2,1,1,319950
1903,1900,3,1.75,1.5,311000
1980,1220,4,1.5,1,310000
1933,1300,3,2,1.5,287000
1901,1210,3,1,1.5,285000
1990,1790,3,2,1,280000
1971,1860,3,1.75,1,275000
1968,1530,4,1.75,1.5,269900
1966,1840,3,1.75,1,265000
1959,1050,3,1,1,249000
1950,2080,4,2,1,248000
1960,1790,4,2,1,240000
1976,1750,3,1.75,2,232603
1961,1320,3,1,1,232500
1984,1640,3,2.25,1,221000
1983,1440,3,2,1,210000
1960,1140,3,1.5,1,200000
1905,1330,3,1,2,197500
1912,1340,3,2,1,186000
1983,1150,3,1.75,1,177000
1945,990,2,1,1,120000
1999,5480,6,4.5,2,2400000
1973,3230,3,2.25,2,2110000
1965,4640,7,3.5,2,1950000
2008,3840,5,3.25,3,1460000
1905,2870,4,2.25,1.5,1330000
1989,4410,4,3.5,2,1320000
1937,3366,5,4,2.5,1300000
2004,6630,7,5.5,2,1240000
1939,3240,5,3.25,1.5,1230000
2002,6900,6,4.25,2,1140000
1989,4910,3,3,2,1080000
1998,3850,4,4.5,2,995000
1954,1700,3,1.5,1,979000
1960,2470,3,2.75,2,970500
1988,3360,4,2.5,2,950000
1962,3050,3,3.25,1,950000
1959,3140,4,2,1,925000
2012,3730,4,2.75,2,925000
2003,2660,3,3.25,2,915000
1997,2970,4,3.5,2,905000
1975,2060,3,2.25,1,885000
1988,3740,4,3,2,869000
1995,2870,3,2.25,2,850000
1978,2780,5,2.25,2,830000
2001,3240,3,3.25,2,812000
2004,3150,4,2.75,2,800000
1974,2050,4,1.75,1,790000
1905,2140,3,2.25,2,780000
2014,2970,4,2.5,2,775950
2006,2770,2,2.5,2,754800
2000,3940,4,3.25,2,725000
1917,2380,6,1.75,2,725000
2001,3690,3,3.5,2,725000
2003,3290,4,2.5,2,715000
1964,3260,5,2.75,1,681500
1926,2870,4,2.25,2,665900
1988,3030,4,3.25,2,660000
2005,1530,3,3.25,2,654000
2003,3040,4,2.5,2,650000
1930,1760,2,1.75,1,640000
1986,2090,4,2.5,2,632500
2014,2440,3,2.5,2,625000
1989,1850,3,2.5,2,623000
1996,2620,4,2.5,2,605000
1919,1040,2,1,1,600000
1993,3290,3,2.75,2,595000
1999,1890,3,3.5,2,587206
2013,3260,4,2.75,2,565000
1916,2200,5,2.5,1.5,547000
2001,1750,3,2.25,3,525000
1917,1360,4,1,1.5,511500
1940,2120,4,2,1,489000
1976,2170,4,2.25,1,488800
1990,1630,4,3,1,482500
1941,2080,4,1,1,480000
1976,1780,3,1.75,1,477000
2003,1870,3,2.5,2,458000
1975,1440,3,1.5,1,456000
1985,1470,3,2.25,2,455000
1954,2450,4,2.25,1,455000
1947,1430,3,2,1,450000
2006,2510,4,2.5,2,448000
1994,2040,4,2.5,2,443500
1979,1910,3,2.75,1,441000
1977,3110,5,3,1,436500
1999,2540,3,2.5,2,425000
1967,1790,3,2.25,1,425000
1959,2280,5,2.75,1,420000
2013,2630,5,3,2,420000
1925,1260,2,1,1,412000
2002,1460,3,1,1.5,405000
1950,1430,3,1,1.5,400000
1972,2670,4,1.75,2,400000
1973,2420,4,2.25,1,400000
1997,2320,4,2.5,2,397000
1925,1500,3,1,1,395000
1910,1160,3,1,1.5,390000
1949,1520,3,1.5,1,380000
1978,1890,4,2.5,1,378000
2005,2550,4,2.5,2,371000
1981,1940,3,2.25,1,359950
1973,2290,5,2.25,1,359900
1996,2040,4,2.5,2,355000
1943,1240,2,1,1,355000
1985,1880,3,1.75,1,340000
2014,2570,3,2.5,2,339990
1992,2240,4,3,2,337000
1942,1510,3,2,1,332000
1995,1860,3,2.25,2,330000
1983,1820,3,2.5,2,329950
1948,840,2,1,1,325000
1967,1860,3,1.5,1,291000
1997,1890,4,2,2,282000
1987,1470,3,2,1,280000
1979,2200,4,2,1,279000
1959,1810,4,1,1,264950
1931,800,1,1,1,250000
1963,380,1,0.75,1,245000
1960,1300,3,1,1,237000
2004,1310,2,2,2,218000
1931,1960,4,2.5,1,215000
1910,1680,2,2,2,210000
1960,960,3,1,1,205000
1953,1150,3,1,1,203000
1913,1230,3,2.25,1.5,200000
1949,860,2,1,1,200000
1948,1020,2,1,1,175000
1952,2200,3,2.5,1,1100000
2000,3290,3,2.5,2,930000
1928,2160,4,2,1.5,849000
1934,2610,3,1.75,1.5,750000
1986,2330,4,2.25,2,639500
1943,1780,4,1.75,1,442900
1956,1550,4,1.5,1,418000
1948,1230,2,1,2,375000
1987,3530,4,3.5,2,874150
1989,2810,4,2.5,2,810000
1907,2870,3,1.75,1.5,802000
1963,2130,4,2.5,1,732600
1966,2370,4,2.5,2,687000
1914,1330,2,1.75,1,565000
1990,2090,4,2.5,2,545000
1963,2040,4,2.5,1,500000
1926,1490,2,2.25,1.5,480000
1977,2050,3,2.5,1,439500
2004,2580,4,2.5,2,374000
1999,2380,4,2.5,2,330000
2005,5230,3,4.5,2,3400000
1997,4230,4,3.5,2,2080000
1974,2810,3,2.75,2,1700000
1948,4570,4,2.5,2,1580000
1956,2190,3,2.5,1,1290000
1913,3520,4,3.75,1.5,1220000
1965,3160,4,2.5,2,1190000
2006,3440,4,3.25,2,905000
1996,3500,5,3.5,2,905000
1949,1480,3,1,2,899000
1998,3030,4,2.5,2,835000
1984,4470,5,2.5,2.5,831500
1997,2500,4,2.5,1,806000
1972,2380,3,2.25,1,800000
1954,3520,4,3,1,800000
1987,3910,4,3.5,2,780000
1999,2300,4,2.5,2,775000
1941,1820,3,2,1.5,750000
1954,2270,4,2.25,1,735000
1962,1610,3,1.75,1,725000
1988,3420,4,2.5,2,725000
1960,2650,4,2.5,1,715000
1907,970,2,1,1,690000
1943,1300,2,1.5,1,685000
1982,2810,4,2.5,2,675000
2008,3310,3,2.5,2,670000
2013,3190,5,3,1,664950
1987,1980,3,3.25,3,660000
1990,2400,4,2.5,2,650000
2014,1500,3,2.5,2,649950
2005,2260,2,1.75,2,649000
2014,2960,4,3.5,2,633634
1926,2130,5,2,1.5,615000
1962,2660,6,2.75,1,603500
1987,2260,3,2.5,2,600000
1966,3220,4,2.5,1.5,590000
2009,1640,3,2.5,3,579000
1976,2060,3,2.5,1,577000
1924,1730,4,2,1,569000
2006,1300,3,2.25,2,562500
1989,1960,3,2.5,2,560000
1990,2300,4,2.5,2,560000
1988,1900,3,2.5,2,550000
1964,1840,3,1.75,1,550000
1924,1080,2,1,1,525000
2013,2910,5,3.25,2,515000
1977,2890,6,2.5,1,502000
1911,1150,3,1,2,500000
2005,1630,3,2.25,2,497000
1918,2950,3,2,2,495000
1973,1830,4,2.5,1,494000
2014,1540,4,2.5,2,491234
1984,1470,3,2.25,2,490000
1978,2110,3,2.25,2,479000
1905,1800,3,1.75,1,471001
1992,2150,3,2.5,2,470000
1978,3390,5,2.5,1,460000
2003,2000,4,2.5,2,459950
2012,1890,3,2,2,458500
1956,2120,4,1.75,1,453000
1942,2160,4,1.75,1,450000
1972,1780,3,2.25,1,449500
1930,1850,4,2.5,1,449000
1958,2550,2,1,1,446000
1977,1600,3,1.75,1,442500
1990,2520,4,2.5,2,442000
1983,1560,3,1.75,1,440000
1949,950,2,1.5,1,430000
1981,1300,3,1.75,1,430000
1950,880,2,1,1,425000
1992,1580,3,2.25,1,425000
1937,1200,3,2,1,420000
1955,2170,4,2.5,1,415000
1901,860,2,1,1,405000
2004,1520,3,2.25,3,405000
1960,1830,3,1,1,403500
2009,1020,2,0.75,2,402101
1965,1700,4,1.75,1.5,400000
1940,1560,3,1.75,1,399950
1955,2390,3,1.75,1,396500
1959,1880,3,1.75,1,389800
2007,1630,3,3.25,3,385000
1984,2700,4,2.75,2,385000
1990,1870,4,2.5,2,375000
1962,1940,4,2,1,365000
2009,940,2,1.5,2,362500
1997,2430,3,2.5,2,362300
1953,1720,4,1.5,1,360000
1963,2800,7,3,1,350000
1957,1660,3,1.75,1.5,350000
1949,2420,3,2,1,349900
1955,1270,3,1,1,347000
1950,1270,3,1.75,1,346000
1989,2110,3,2.5,2,345950
1959,1950,3,3.75,1,345100
1904,1140,3,1,2,345000
2008,1420,3,1.5,2,345000
1993,1310,3,1.75,1,337000
1907,720,1,1,1,335000
1970,1150,4,1.5,1.5,334000
2011,2242,3,2.5,2,329900
1969,1030,3,1,1,326000
1975,2110,4,1.75,1,324000
1975,2010,4,2.25,2,322200
1998,2280,3,2.5,2,320000
1974,1890,4,1.5,1,320000
2013,2300,5,3,2,312891
2006,2540,3,2.5,2,310000
2008,2620,4,2.5,2,300000
2004,1840,4,2.5,2,300000
1951,1060,2,1,1,299995
1946,880,3,1,1.5,291500
1930,1610,2,2,2,290900
1932,1150,3,1,1,290000
2008,1100,3,2.75,2,286000
2003,1660,3,2.5,2,285000
1925,1010,2,1,1,280000
1949,1180,2,1,1,275000
1952,1080,3,1,1,275000
1977,2540,4,2.5,2,269950
1976,1840,3,1.75,1,269500
1928,1620,3,1,1.5,265000
1966,1760,3,1.75,1,264000
1962,1390,3,1.75,1,261350
1989,2000,4,2.5,2,260000
1990,1310,3,2,1,249900
1963,1500,2,1.75,1,249500
1968,1000,3,1,1,249000
1984,1230,3,1.75,1,239950
1968,1170,3,1,1,235000
1980,2180,6,3,2,235000
1962,1450,4,1.75,1.5,235000
1940,870,2,1,1,234000
1985,1650,3,2.25,2,233500
1919,1530,3,1,1.5,230000
1967,1580,3,1.75,1,225000
1931,1340,3,2,1,215000
1945,880,2,1,1,205425
1968,1090,3,1.5,1,200000
1959,1740,5,2.5,1,199950
1943,1200,3,1,1,165000
2012,1270,3,1.5,2,160797
2002,4550,4,5,1,3080000
1959,3831,5,2.75,2,2700000
1940,6390,5,4.75,2,2470000
1973,3220,4,2.5,1,1250000
1994,3820,4,3.75,1,1220000
1913,2740,3,2.5,2,1160000
1900,1460,2,2,1,1010000
1973,2420,4,2.25,2,998000
1930,3060,3,2.25,1.5,970000
1926,2320,4,1.75,1.5,941000
1985,3580,4,3,1.5,925000
2005,3030,4,2.5,3,880000
1996,3220,4,2.5,2,875000
2010,3550,4,2.25,1,859000
1996,3920,4,3.5,2,850000
1958,3330,4,3,1,850000
1930,2540,3,2,1.5,845000
2000,3200,3,2.5,1,839000
1908,2130,3,3.5,2,819000
2010,3190,4,3.5,2,790000
1978,2610,4,2.75,1,762500
2004,3090,4,3.25,2,751000
2013,2440,4,2.5,2,745641
1986,2650,4,2.5,2,725000
1978,2200,3,1.75,1,689000
1929,2330,4,1.75,1.5,687500
1946,1820,3,1.5,1.5,683500
2004,2300,3,3.5,1,675000
1961,2840,6,2.75,1,665000
1902,2550,2,2.25,2,660000
1997,2341,4,2.5,2,640000
2012,2050,4,2.5,2,639888
1927,1130,2,1,1,631500
1976,2410,3,2.5,1,625000
1994,2450,4,2.5,2,620000
1949,1270,2,1,1,615000
1924,1720,3,1.75,1,615000
1968,1740,4,1.75,1,600000
1995,4690,4,3.25,2,600000
1968,2730,5,2.75,1,599000
2006,3190,4,2.5,2,589950
1998,2270,3,2.5,2,585000
1991,4620,4,2.5,2,575000
1926,2400,3,2.25,1.5,575000
1947,2034,2,1,1,549000
1999,2070,3,2.5,2,535000
1941,1580,2,1.5,1,530000
1984,2300,3,1.75,1,520000
1999,2520,4,2.75,2,518000
2006,1420,3,2.25,3,510000
1955,1300,3,2,1,502000
1920,1500,3,2.5,1,485000
1906,1240,2,1.75,1.5,483000
1959,1150,3,1.75,1,464500
1996,1430,3,2.25,2,457500
2005,2950,4,2.5,2,455000
2015,1200,2,1.5,2,455000
1959,1250,4,1.75,1,445000
1957,2000,3,1.75,1,440000
1948,1520,3,1.75,1,438000
1980,1890,4,2.5,1,437000
1990,1930,3,2.5,2,425000
1946,1600,4,1.5,1.5,425000
2005,2140,3,2.5,2,420000
1977,1070,3,1.75,1,415000
2011,2280,3,2.5,2,415000
1995,3170,3,2.5,2,405000
1957,1310,3,2.75,1,405000
1951,1410,3,1,1,405000
1984,1230,3,2,1,400000
1967,2970,3,2.5,1,400000
1976,2590,3,2.5,1,396500
1943,1540,4,1.75,1,395000
2007,1600,3,2.5,2,395000
1963,1860,3,2.25,2,380000
1992,1740,3,2.5,2,379000
1978,1660,3,1,1,367500
1977,1840,3,1.75,1,366000
1960,1450,4,1.75,1,362500
1957,1500,3,1.75,1,360000
1969,1810,3,1.5,1,358000
2007,930,2,2.25,2,355000
1922,740,2,1,1,350000
2004,2560,4,3,2,350000
1989,2090,4,2.5,2,349950
1966,1360,3,1.5,1,348500
1950,1760,4,1.75,1,343500
1982,1210,2,1.75,1,342500
1948,2470,4,2,1.5,339000
1942,1100,3,1,1,339000
1963,1480,3,1,1,336500
1956,900,2,1,1,329950
2005,830,2,1.5,2,329445
1948,850,3,1,1,325000
1955,1460,3,1.5,1,324950
1978,2510,4,2.5,1,319000
1962,2360,5,2.5,1,317000
1958,2700,4,1.75,1,314900
1968,2210,4,2.25,2,305000
1953,1310,4,2,1,304000
1954,2150,3,1,1,300000
1941,750,2,1,1,300000
1950,650,2,1,1,295000
1968,2000,3,1.75,1,295000
1988,1970,3,2.5,2,289000
1968,990,3,1,1,275000
1969,1490,3,1,1,258000
1940,1180,2,2,1,257500
1977,1670,3,2.25,1,252000
1997,2000,4,2.75,2,236000
1944,1850,4,1.75,1,230000
1968,1330,3,1.75,1,225000
1945,880,3,1,1,218000
1968,1330,3,1.5,1,218000
1956,970,2,1,1,210000
1991,1000,3,1,1,199000
1983,1050,3,1,1,194000
1962,1010,3,1.5,1,160000
1942,690,2,1,1,139000
2004,4250,4,3.25,2,2300000
1978,5850,5,3.5,2,1700000
1913,2680,3,1.5,2,1360000
1900,1940,3,1.5,1.5,1330000
2003,4660,4,3.5,2,1280000
1989,3770,4,3.5,2,1230000
2006,3990,4,1.75,2,1200000
1979,2110,3,2,2,1150000
1924,3310,4,2.25,2,1140000
2001,3370,5,3.25,2,1070000
1985,4225,4,4.5,2,1010000
1968,4380,3,4.5,2,995000
2009,2620,5,3,2,975000
2005,3160,5,3.25,2,957000
1981,2370,5,2.25,2,913888
1970,3100,5,3.5,1,905000
1905,2550,4,1,2,890000
1912,2840,4,2.75,1.5,870000
1968,4500,5,3.25,2,860000
2005,3070,4,2.5,2,804100
1955,1740,2,1,1,800000
1997,3920,4,2.5,2,770000
2007,4000,4,3.5,2,762000
1942,2760,4,2.5,2,760000
1915,1840,3,1.5,1.5,750000
1967,2700,5,2.5,1,744500
1995,3000,4,2.5,2,740000
2006,2980,5,2.5,2,739900
1996,2610,3,2.5,2,725000
2000,2490,4,2.5,2,725000
2004,2770,4,2.5,2,700000
1908,2000,5,2,1.5,690500
1954,1880,4,1.5,1,680000
2008,2210,3,2.75,2,660000
1926,2180,4,2.5,1.5,657000
1940,1910,4,2.75,1,650000
1953,1850,3,2.75,1,645000
1947,1620,33,1.75,1,640000
1955,2700,5,2.5,1,625000
2001,2690,4,2.5,2,608000
1978,2680,3,2.25,1,599990
2015,3570,4,4,2,597326
1958,1870,3,1.75,1,595888
2014,1270,3,2.25,2,594000
2005,2720,4,2.75,2,594000
1973,2790,5,3,1,589950
1973,2890,4,2.75,1,585000
1989,1790,3,2.5,2,583000
1996,2070,4,2.5,2,578000
1924,1700,3,2.25,1.5,575000
2002,2380,3,2.5,2,574000
2005,1670,2,1.75,1,565000
2007,1400,3,2.5,3.5,563500
1914,1440,2,0.75,1,562100
1959,1900,3,1.75,1,557500
1994,2030,4,2.5,2,544000
1958,3110,4,2.75,1,531500
1962,2140,5,2.25,1,530000
1910,1950,4,2.5,1.5,519000
1987,1860,3,2.5,2,505000
1975,1640,3,1.75,1,505000
1940,1190,3,1.5,1,500000
1998,2420,3,2.5,2,482000
2001,2640,5,3.5,2,459000
1970,1970,3,1,1,454000
1954,2330,3,1.5,1,450000
1952,2310,4,2.75,1,450000
1931,1380,2,1,1,450000
1953,2030,3,1.75,1,440000
1943,1060,2,1,1.5,435000
2009,2320,3,2.5,3,425000
1973,2100,4,2.25,1,418800
1968,1250,3,1.5,1,410000
1997,1590,2,2.5,2,409900
1926,2000,4,2.25,2,402000
1962,2180,3,2.5,1,400000
2007,1350,2,2.25,2,395000
1993,2340,4,2.5,2,390000
1965,2050,4,2.25,2,386000
1977,1500,3,1.75,1,383000
1924,900,2,1,1,381500
1984,1400,3,2.25,2,374500
1983,1410,3,2,1,365500
2011,1800,3,2.5,2,364000
1949,2020,4,2,1.5,356000
1925,1530,4,1,1,352000
1947,1010,3,1,1,349000
1941,1610,2,1.75,1,346500
1932,1150,3,1,1,346500
1951,3040,6,2.25,1,330000
2014,1730,3,2.5,2,328423
1997,2000,4,2.5,2,320000
1918,1780,4,2,1.5,315000
1950,870,2,1,1,310000
2012,1860,3,2.5,2,309620
1942,1640,3,1,1.5,308000
1964,1900,6,2,1,305000
1990,1870,3,2.5,2,299950
1978,1790,3,1.75,1,299950
1979,1110,3,1,1,299900
2007,1150,3,2.5,3,288000
1930,780,2,1,1,286000
1995,1460,3,2,1,285000
1954,890,3,1,1,283000
1966,1230,3,1.75,1,280000
1994,1940,7,2.5,2,280000
1958,1270,3,1,1,276900
1959,2460,4,2.25,1,276000
1927,770,2,1,1,275000
1990,1670,3,2.5,1,270000
1962,2060,2,1,1,270000
1951,1150,3,1.5,1,265950
1944,1120,2,1,1,260000
1954,1580,3,1.5,1,260000
2007,2025,5,2.5,2,260000
1992,1720,3,2.5,2,255950
1990,1830,4,2.25,2,249000
1989,1620,3,2.5,2,246500
1968,1640,3,2.25,1,245700
1985,1410,3,2,1,245000
2012,1481,3,2.25,2,240000
1984,1570,4,2,2,235000
1955,1250,3,1,1.5,233000
1958,1050,3,1,1,205000
1965,1230,3,1,1,205000
1938,1150,3,1,1.5,200000
1995,1190,3,2,1,200000
1966,1320,3,1,1,196500
1941,930,1,0.75,1,190000
1969,1090,3,1,1,152000
1942,890,2,1,1,150000
1902,4480,5,3,2.5,1990000
1979,3250,4,2.25,2,1410000
1972,4040,4,3,1,1390000
1950,2480,3,3,2,1390000
2003,3190,4,3.5,2,1340000
1910,3760,3,3,2.5,1250000
1918,2490,3,2.5,2,1150000
2008,3990,4,3.5,2,1080000
2007,3450,4,3.5,2,1050000
1977,3320,4,3.5,1,1030000
2013,3460,4,3.75,2,971971
1915,2450,3,1.75,2,937000
1987,4040,4,3.5,2,910000
2008,3370,4,3.5,2,900000
1985,4230,4,2.75,2,879000
1977,3230,4,2.5,1,827000
2006,3060,4,2.5,2,826000
1968,2270,3,2,1,815000
1949,2620,4,2.75,1,815000
1929,2600,3,2.75,1.5,805000
1958,2080,3,1.75,1,800000
1990,2990,4,2.5,2,800000
2014,3060,4,3.25,2,782900
1976,2850,3,2.75,1,775000
1955,2660,4,2.5,1,772650
1959,1980,3,2.5,1,760000
1912,2880,4,2.75,1.5,755000
1903,1750,4,2.75,1.5,750000
1921,3110,6,3,1.5,725000
1990,3740,3,3.25,2.5,710000
1993,2590,3,2.75,2,695000
1993,2720,5,3.5,2,690000
1989,2770,4,2.5,2,675750
1906,1490,3,1.5,1.5,670000
1996,2670,4,2.5,2,669950
1952,1950,2,1.75,1,669000
1933,3320,3,1.75,1.5,667000
1974,2480,3,2.5,1.5,663000
1928,1480,3,2,1,663000
1955,1210,3,1,1,660000
1922,1660,3,2,1,638000
1945,2430,3,1.75,2,626000
2004,3600,6,3.5,2,620000
1988,2460,3,2,1,620000
2004,3240,3,2.5,2,600000
1975,1720,4,1.75,1,580000
1960,3690,5,3,1,575000
1979,2110,4,1.75,1,568000
1964,2085,4,1.75,1,563500
1959,2480,4,2.5,1,560000
2004,3640,5,3,2,555000
1997,2150,4,2.5,2,550000
1942,2410,3,3,2,537000
1987,2330,3,2,2.5,530000
2011,3030,4,2.75,2,525000
2010,1590,3,3.5,3,518500
1983,1440,3,1.75,1,495000
1983,1520,3,1.75,1,475580
1924,1240,2,1.75,1,471000
1969,1730,3,2.5,1,460000
1961,2550,4,2.5,1,460000
1967,2830,5,2.75,1.5,451000
1952,1530,3,1.5,1,450000
1912,840,2,1.75,1,450000
2008,1370,2,1.5,2,446000
1947,1770,4,1.5,2,440000
1976,2160,4,2.5,1,440000
1949,2120,3,1.5,1,440000
1989,2250,4,2.5,2,440000
1962,2110,4,2.75,1,435000
2009,2370,3,2.5,2,429900
1965,2100,4,2,2,424000
2008,1444,3,1.75,1.5,420000
1957,1170,3,1,1,415000
2012,2490,3,2.5,2.5,414000
2001,2220,4,2.5,2,405000
1911,620,2,1,1,402000
2001,3060,4,3,2,399000
2006,1370,3,3.25,2,390000
1970,3200,4,2.5,1,385000
1961,2380,3,1.5,1,370000
1924,2280,5,2,1.5,365000
1953,1940,5,1.75,1.5,359000
1967,2450,3,1.5,1,358000
1952,1400,3,1.5,1,357250
1977,2530,4,2.75,1,354950
2005,2580,4,2.5,2,354000
1987,1780,3,2.25,2,350000
1941,950,2,1,1,339000
2012,1769,3,2.5,2,334888
2006,1930,4,3,1,330675
1956,1750,3,1,1,329950
1948,950,2,1,1,320000
1999,1550,3,2,1.5,320000
1977,1940,4,2.5,1,315000
2002,2430,4,2.5,2,310000
1968,1530,4,1.75,1.5,302000
1967,1780,3,2.25,1,300000
1924,930,2,1,1,290000
1984,2260,4,2.25,2,289659
1975,1010,2,1,1,285000
1977,2070,4,2.25,2,280927
1988,1580,3,1.75,1,279900
1965,2600,4,2.25,1,270000
1954,1780,2,1,1,270000
1991,1650,3,2.5,2,268000
1967,1090,3,1.5,1,267000
1968,1470,3,2,1,254600
1959,2080,5,2,1,254000
1954,1640,3,1,1,253500
1944,1230,4,1,1.5,252750
1991,1900,3,2,1,252500
1978,1630,3,2.5,1,249900
1981,1140,3,1,1,243800
1933,1200,4,1,1.5,240000
1942,1330,4,2,1,235867
1979,2500,5,2.5,1,235000
1956,1060,3,1,1,230000
1972,1590,2,1.75,1,225500
1945,1700,3,2,1,225000
1959,1600,4,1.5,1,224000
2014,1500,3,1.75,1,224000
1981,1660,3,1.5,2,220000
1912,1090,3,1,1.5,219500
1980,1390,2,1.75,1,216500
1943,720,2,1,1,210000
1950,920,2,1,1,202000
1963,1260,3,1.75,1,200500
1968,1220,3,1.5,1,177500
1956,1570,3,1.75,1,164950
1962,1310,3,1,1,150000
1993,6640,4,4.5,2,1820000
1972,3900,4,3,1,1620000
1969,3650,5,2.75,2,1200000
2003,4390,4,4.25,2,1050000
1903,1670,3,2.25,1.5,1020000
2014,3610,4,2.75,2,982000
1950,3260,5,2.5,1.5,755000
1984,3190,4,2.25,2,750000
2006,2630,3,3,2,738000
1916,2370,4,3,1.5,735000
2011,1490,3,2.25,2,735000
1990,3580,3,2.5,1.5,725000
1952,1200,3,1.5,1,718500
1916,1640,2,1.5,1.5,710000
2003,2440,3,2.5,2,710000
2002,1660,3,2.5,2,700000
1994,3190,4,2.75,2,687500
1939,2400,3,2.25,1.5,672500
1925,1110,2,1,1,665000
1988,2610,3,2.5,2,665000
1977,2500,5,2.5,1,661500
1987,2540,4,2.5,2,652500
1997,2770,4,2.5,2,641000
1981,2420,4,1.75,1,602000
2005,2310,3,3.25,2,589500
1939,1960,3,1.75,1,561500
2003,2710,4,2.5,2,560000
2006,4150,4,3.5,2,550000
1978,2860,4,1.75,1,530000
1937,840,2,0.75,1,528000
1906,1890,5,1.75,1.5,523460
2014,1100,1,1.25,3,516500
2008,1200,2,1.5,3,504200
1951,1520,2,1.5,1,500000
1906,1440,4,1,1.5,500000
2000,2230,3,2.5,2,490000
2014,2790,4,2.75,2,483453
1902,1500,2,1,1,480000
1991,2990,4,2.5,2,469900
2012,3060,4,2.5,2,465000
1979,2020,4,2.25,1,464900
1985,2110,4,2.5,1,460000
2013,2530,4,3,2,459000
1979,2300,4,2.75,1,453000
